Age,Gender,Body Type,Height,Weight
41,Male,Slim,174,64
30,Male,Slim,173,61
24,Female,Slim,160,50
26,Male,Heavy,185,75
52,Male,Slim,173,62
21,Male,Athletic,182,75
41,Female,Slim,159,49
36,Male,Athletic,180,78
26,Female,Heavy,157,77
38,Male,Average,163,80
25,Male,Average,166,68
29,Female,Slim,161,55
34,Male,Slim,173,50
35,Male,Slim,176,69
58,Female,Athletic,148,64
47,Male,Athletic,165,66
59,Male,Athletic,178,82
26,Female,Average,171,54
34,Female,Heavy,159,87
23,Male,Average,179,73
53,Female,Slim,158,58
46,Male,Athletic,174,75
42,Male,Slim,177,69
60,Female,Average,161,64
27,Male,Athletic,173,68
53,Male,Athletic,175,70
54,Female,Slim,158,44
28,Male,Heavy,179,88
43,Male,Heavy,175,90
50,Male,Athletic,171,76
33,Male,Athletic,169,72
51,Female,Heavy,162,80
18,Male,Athletic,171,71
36,Female,Heavy,164,83
49,Female,Athletic,160,64
34,Male,Heavy,186,87
47,Male,Heavy,179,93
26,Male,Athletic,171,63
31,Male,Heavy,185,92
56,Female,Athletic,166,58
37,Female,Average,161,49
52,Female,Average,158,59
25,Male,Heavy,180,89
28,Female,Heavy,148,62
53,Female,Average,160,56
58,Female,Heavy,156,99
38,Female,Athletic,166,63
21,Female,Athletic,170,59
20,Male,Heavy,176,111
40,Male,Heavy,178,71
57,Female,Heavy,157,71
46,Female,Average,159,53
35,Male,Athletic,172,71
18,Female,Heavy,155,81
57,Female,Heavy,161,85
34,Male,Slim,168,62
51,Male,Average,179,66
45,Female,Average,164,55
56,Male,Heavy,181,92
34,Male,Slim,171,65
59,Male,Heavy,173,82
51,Male,Average,182,79
45,Female,Slim,161,52
54,Female,Heavy,155,72
22,Female,Heavy,156,80
24,Female,Heavy,167,80
33,Female,Heavy,161,76
50,Female,Slim,168,52
19,Male,Athletic,178,69
55,Female,Athletic,164,62
41,Male,Slim,169,62
37,Female,Slim,156,47
44,Male,Slim,168,55
37,Male,Heavy,179,84
35,Female,Athletic,156,55
44,Male,Heavy,175,95
21,Male,Athletic,180,67
58,Female,Athletic,164,59
40,Female,Heavy,161,78
19,Male,Athletic,170,77
39,Female,Slim,171,48
50,Male,Heavy,176,89
39,Male,Heavy,179,103
41,Female,Slim,166,54
28,Female,Athletic,168,52
25,Male,Slim,163,52
24,Male,Heavy,173,97
34,Female,Average,151,51
18,Female,Average,167,53
28,Male,Average,174,57
24,Male,Slim,164,60
27,Female,Heavy,161,72
32,Female,Average,158,52
50,Male,Athletic,177,77
31,Male,Slim,169,61
60,Male,Slim,170,66
43,Female,Average,160,50
26,Male,Athletic,176,71
37,Male,Heavy,161,88
18,Female,Heavy,163,85
27,Female,Heavy,162,82
51,Male,Athletic,173,69
27,Male,Athletic,172,78
57,Female,Heavy,154,80
48,Female,Athletic,161,67
50,Male,Average,170,69
41,Female,Slim,160,54
36,Female,Heavy,170,60
56,Female,Slim,167,40
42,Female,Average,159,61
54,Male,Average,168,69
43,Female,Heavy,153,80
35,Male,Athletic,181,79
37,Female,Average,157,56
45,Male,Athletic,179,73
54,Male,Heavy,170,94
22,Male,Average,171,73
51,Male,Slim,165,51
51,Female,Heavy,161,76
29,Female,Heavy,159,83
35,Female,Average,154,50
24,Male,Athletic,170,74
53,Male,Heavy,180,99
46,Female,Athletic,177,52
40,Male,Slim,175,55
24,Male,Athletic,169,71
43,Female,Slim,164,44
49,Male,Athletic,173,72
58,Female,Slim,162,47
52,Male,Slim,174,59
25,Male,Slim,172,60
44,Female,Slim,153,53
20,Male,Heavy,183,91
29,Male,Average,173,61
42,Male,Athletic,170,67
53,Female,Athletic,166,53
22,Male,Athletic,175,68
28,Male,Heavy,179,90
34,Female,Average,165,57
22,Male,Slim,172,56
52,Male,Athletic,173,78
32,Male,Athletic,176,68
53,Male,Slim,175,48
49,Female,Heavy,156,67
42,Male,Athletic,177,76
36,Male,Athletic,172,80
46,Male,Slim,169,58
39,Female,Heavy,157,70
31,Female,Slim,157,51
21,Male,Heavy,166,84
44,Female,Average,166,56
47,Male,Athletic,180,81
46,Female,Athletic,163,72
36,Female,Slim,162,55
42,Male,Heavy,172,90
49,Female,Athletic,164,66
25,Female,Average,158,53
33,Male,Average,172,60
40,Male,Average,171,70
32,Male,Athletic,166,65
44,Female,Average,157,59
25,Female,Heavy,160,71
53,Male,Average,179,69
41,Female,Slim,154,55
60,Female,Heavy,159,89
23,Male,Athletic,175,76
39,Female,Heavy,159,84
46,Male,Average,182,71
46,Female,Athletic,165,56
24,Male,Slim,173,55
48,Female,Athletic,155,60
25,Male,Average,172,66
51,Male,Slim,172,50
41,Male,Athletic,166,79
47,Female,Slim,164,54
27,Male,Athletic,178,80
49,Female,Average,166,55
43,Female,Athletic,158,55
35,Male,Heavy,184,88
29,Male,Athletic,177,71
24,Male,Slim,172,62
25,Male,Athletic,177,69
56,Male,Heavy,179,88
45,Male,Average,174,69
28,Male,Slim,176,54
56,Female,Slim,158,56
34,Female,Average,163,57
22,Male,Average,170,74
20,Male,Average,173,66
46,Male,Athletic,174,79
49,Male,Average,166,76
41,Female,Slim,160,49
23,Male,Athletic,178,70
45,Male,Slim,167,53
23,Male,Athletic,182,75
50,Male,Athletic,177,73
59,Male,Athletic,171,71
31,Female,Average,159,61
25,Male,Slim,174,59
25,Male,Slim,162,65
44,Male,Average,172,55
29,Male,Heavy,180,97
53,Male,Athletic,172,78
19,Male,Slim,170,68
33,Male,Slim,163,56
36,Male,Athletic,177,79
46,Female,Average,166,55
55,Female,Slim,151,47
19,Female,Average,159,55
37,Male,Average,175,67
42,Female,Slim,151,54
26,Female,Average,169,55
41,Female,Athletic,162,63
53,Male,Slim,168,60
58,Female,Heavy,170,76
20,Female,Average,161,57
49,Female,Heavy,155,81
36,Male,Athletic,175,70
50,Male,Heavy,173,108
28,Male,Heavy,178,85
29,Female,Average,157,54
22,Male,Athletic,178,70
60,Female,Heavy,163,75
46,Female,Heavy,159,81
54,Male,Average,175,62
46,Male,Athletic,171,73
36,Male,Athletic,169,84
37,Male,Slim,174,52
54,Female,Heavy,153,72
21,Male,Average,182,69
33,Male,Slim,172,66
45,Male,Average,176,67
49,Female,Heavy,154,91
42,Male,Average,170,70
41,Female,Athletic,171,52
26,Female,Athletic,163,67
41,Female,Athletic,165,58
52,Male,Athletic,174,76
59,Male,Heavy,177,76
47,Female,Athletic,164,63
31,Male,Slim,175,63
49,Female,Slim,159,55
34,Female,Heavy,159,80
55,Female,Slim,160,55
31,Male,Athletic,176,65
25,Male,Athletic,181,69
34,Female,Slim,153,41
25,Male,Heavy,165,102
39,Male,Slim,167,56
20,Male,Average,159,69
37,Male,Average,166,61
41,Male,Athletic,172,58
47,Female,Average,163,55
46,Female,Heavy,155,95
43,Female,Average,171,61
44,Female,Heavy,167,92
42,Male,Average,182,54
38,Female,Heavy,151,80
20,Female,Slim,171,47
46,Male,Heavy,182,86
24,Female,Heavy,158,83
60,Female,Athletic,159,63
25,Male,Athletic,176,69
57,Female,Slim,161,54
58,Female,Athletic,163,55
29,Male,Heavy,174,94
59,Female,Slim,167,52
56,Male,Heavy,172,100
26,Male,Average,171,69
35,Male,Average,176,70
46,Female,Heavy,160,63
51,Female,Slim,161,54
26,Male,Athletic,179,75
54,Male,Average,173,53
26,Female,Average,153,54
30,Male,Slim,179,56
48,Male,Heavy,178,85
44,Male,Athletic,174,81
59,Female,Slim,168,50
52,Male,Athletic,177,69
56,Female,Slim,157,44
18,Male,Average,183,60
36,Male,Average,176,70
28,Male,Slim,170,64
21,Female,Athletic,161,56
33,Female,Average,165,52
34,Female,Slim,155,57
23,Male,Heavy,177,81
22,Female,Athletic,171,59
24,Female,Slim,162,45
25,Male,Athletic,178,74
28,Female,Athletic,166,52
49,Male,Athletic,176,68
37,Female,Average,160,51
49,Female,Heavy,163,86
25,Male,Heavy,178,73
50,Male,Average,175,67
43,Male,Heavy,174,89
32,Female,Slim,157,47
31,Female,Athletic,176,61
42,Female,Athletic,168,60
30,Female,Slim,164,56
56,Female,Athletic,164,67
44,Male,Slim,171,61
35,Male,Heavy,180,97
54,Male,Athletic,179,88
60,Female,Athletic,156,60
21,Male,Athletic,180,74
38,Male,Slim,175,55
25,Female,Athletic,164,59
20,Female,Athletic,176,64
50,Male,Heavy,180,89
28,Male,Athletic,171,73
47,Male,Heavy,187,92
50,Male,Athletic,175,72
58,Female,Heavy,149,84
58,Male,Heavy,182,84
20,Female,Average,162,49
45,Female,Athletic,174,60
33,Male,Slim,174,56
20,Male,Slim,180,63
54,Female,Heavy,157,95
42,Female,Average,155,55
49,Male,Average,174,71
34,Male,Average,171,67
49,Female,Average,164,62
45,Female,Slim,163,49
47,Male,Heavy,174,85
30,Male,Average,173,72
44,Female,Slim,161,49
47,Female,Heavy,152,85
33,Female,Heavy,158,82
60,Male,Athletic,175,67
52,Male,Athletic,174,78
55,Male,Average,177,70
30,Female,Athletic,165,67
28,Female,Heavy,153,79
52,Female,Athletic,170,62
56,Male,Slim,173,50
42,Female,Average,168,54
21,Female,Average,160,53
58,Female,Athletic,169,61
30,Female,Heavy,148,86
29,Female,Average,168,59
49,Female,Athletic,160,55
41,Female,Heavy,156,80
22,Female,Athletic,165,67
19,Male,Heavy,180,91
42,Female,Heavy,159,100
28,Male,Average,161,64
25,Female,Slim,155,40
54,Female,Athletic,171,52
59,Male,Slim,176,64
31,Male,Average,173,71
31,Female,Average,169,57
25,Male,Heavy,180,105
60,Female,Average,168,59
50,Male,Athletic,176,71
40,Female,Heavy,150,82
39,Male,Slim,172,55
35,Female,Average,161,52
40,Male,Average,172,79
35,Male,Heavy,178,98
51,Female,Average,166,61
45,Female,Athletic,158,60
19,Female,Athletic,169,62
45,Male,Slim,164,59
21,Male,Athletic,178,75
42,Male,Athletic,169,70
57,Male,Slim,162,60
60,Female,Slim,158,52
42,Male,Slim,179,64
37,Female,Average,155,58
56,Male,Average,169,66
19,Male,Athletic,173,70
53,Female,Average,165,52
49,Male,Heavy,176,94
34,Male,Average,167,66
51,Male,Athletic,172,75
46,Male,Average,160,66
21,Female,Slim,163,46
42,Male,Heavy,179,87
39,Male,Average,175,61
31,Male,Slim,175,65
52,Male,Slim,160,64
60,Male,Heavy,182,73
25,Female,Athletic,167,56
29,Male,Athletic,183,67
51,Female,Average,162,54
60,Male,Slim,176,53
19,Male,Slim,164,54
31,Female,Heavy,146,75
20,Female,Athletic,173,56
60,Male,Heavy,174,93
29,Female,Average,168,56
26,Female,Heavy,163,86
33,Female,Slim,169,48
44,Male,Average,169,77
37,Male,Slim,174,66
59,Female,Slim,159,47
33,Female,Heavy,156,90
47,Female,Slim,157,45
56,Male,Slim,172,57
39,Male,Slim,167,57
47,Female,Average,163,47
35,Female,Heavy,147,77
38,Male,Athletic,178,73
26,Male,Slim,172,57
35,Female,Average,160,43
56,Male,Heavy,177,91
36,Male,Slim,161,51
25,Male,Heavy,177,70
23,Female,Heavy,157,84
41,Male,Slim,171,60
55,Male,Athletic,166,73
26,Female,Slim,165,50
29,Female,Athletic,158,58
34,Male,Heavy,185,92
22,Female,Heavy,162,87
34,Male,Slim,169,62
48,Male,Slim,169,58
44,Male,Heavy,182,82
51,Female,Heavy,160,80
29,Male,Heavy,176,86
59,Female,Heavy,156,83
30,Female,Slim,161,54
37,Female,Slim,165,56
51,Female,Athletic,166,59
59,Male,Athletic,175,75
32,Male,Slim,185,53
22,Female,Slim,154,52
23,Female,Slim,162,52
30,Female,Average,161,51
25,Male,Slim,175,59
51,Female,Heavy,169,74
37,Female,Heavy,154,88
20,Female,Heavy,157,92
43,Female,Average,172,59
41,Male,Heavy,184,98
21,Male,Slim,170,57
52,Female,Heavy,155,101
54,Female,Athletic,159,64
38,Female,Average,161,41
48,Male,Average,170,59
18,Male,Slim,180,67
48,Female,Average,165,56
44,Male,Heavy,186,98
40,Male,Slim,166,61
53,Male,Slim,164,62
45,Male,Average,171,73
38,Female,Heavy,160,81
52,Female,Heavy,157,79
59,Male,Average,166,61
33,Female,Slim,162,44
30,Female,Slim,164,53
55,Female,Heavy,158,82
27,Female,Heavy,159,85
52,Female,Average,162,63
29,Female,Slim,165,58
24,Female,Average,167,52
50,Male,Heavy,180,82
46,Male,Athletic,173,78
48,Male,Slim,176,58
44,Female,Heavy,160,75
44,Female,Average,167,55
30,Male,Average,180,72
48,Female,Average,162,48
31,Male,Heavy,181,89
50,Male,Average,170,69
21,Female,Slim,154,50
50,Female,Slim,159,54
51,Male,Heavy,189,93
50,Male,Heavy,184,83
20,Male,Average,169,79
30,Female,Average,168,53
38,Female,Athletic,169,59
24,Male,Slim,173,63
41,Male,Athletic,178,79
54,Female,Slim,156,56
27,Male,Heavy,176,82
29,Female,Athletic,170,53
46,Male,Average,177,63
48,Female,Athletic,163,60
36,Female,Athletic,164,65
39,Female,Heavy,159,83
33,Female,Athletic,164,61
56,Male,Average,167,65
56,Female,Average,162,56
53,Female,Heavy,152,82
24,Female,Athletic,178,59
56,Female,Heavy,161,80
30,Female,Average,154,56
55,Female,Athletic,164,64
42,Male,Average,169,60
42,Female,Average,157,58
49,Male,Average,169,69
52,Female,Athletic,169,65
34,Female,Slim,163,48
37,Female,Heavy,161,74
19,Male,Slim,161,59
57,Female,Average,165,51
38,Female,Average,166,57
39,Male,Heavy,172,90
33,Female,Slim,164,50
52,Male,Average,174,67
59,Female,Heavy,152,75
41,Female,Heavy,161,82
29,Female,Slim,162,49
20,Female,Slim,149,58
24,Female,Heavy,159,62
54,Female,Slim,161,45
26,Male,Slim,172,56
21,Female,Athletic,166,53
43,Female,Slim,158,50
37,Female,Athletic,170,59
25,Female,Heavy,168,95
30,Female,Athletic,170,61
20,Male,Average,170,62
49,Female,Athletic,174,60
34,Male,Athletic,166,70
46,Male,Slim,171,55
45,Female,Average,151,52
26,Male,Average,168,63
38,Female,Athletic,169,58
23,Male,Slim,169,56
19,Female,Heavy,161,67
40,Female,Average,162,59
26,Female,Heavy,164,81
35,Male,Average,177,57
31,Male,Athletic,171,73
42,Female,Heavy,162,84
42,Male,Slim,177,58
56,Female,Slim,166,48
59,Male,Average,168,61
48,Male,Heavy,179,75
27,Female,Athletic,162,64
23,Male,Slim,165,65
32,Female,Heavy,161,83
29,Male,Average,168,74
46,Male,Slim,167,61
47,Male,Heavy,185,88
56,Female,Average,157,56
57,Female,Athletic,168,59
32,Male,Average,173,66
35,Male,Heavy,178,92
43,Female,Athletic,159,60
49,Female,Average,156,63
18,Female,Athletic,166,58
22,Male,Athletic,175,83
40,Male,Heavy,173,79
37,Female,Slim,163,56
23,Male,Athletic,176,67
29,Female,Athletic,172,58
54,Female,Slim,164,49
35,Male,Average,175,69
56,Male,Athletic,182,73
41,Male,Heavy,177,98
38,Female,Average,156,57
44,Female,Athletic,175,61
42,Male,Average,165,67
55,Male,Athletic,175,77
49,Male,Average,170,74
35,Male,Heavy,179,94
41,Female,Slim,160,54
54,Female,Athletic,167,62
25,Female,Heavy,150,85
24,Female,Heavy,168,71
57,Male,Slim,171,62
27,Male,Heavy,180,91
57,Male,Average,170,64
23,Female,Average,160,58
46,Male,Heavy,175,92
55,Male,Average,173,72
38,Male,Heavy,185,84
54,Female,Athletic,168,64
51,Male,Average,162,59
47,Female,Average,165,53
25,Female,Athletic,174,57
52,Female,Average,160,59
38,Female,Heavy,160,70
27,Male,Average,174,58
18,Male,Average,176,66
57,Male,Heavy,179,88
20,Female,Heavy,142,67
54,Male,Heavy,178,79
41,Male,Athletic,185,77
31,Female,Slim,157,52
18,Female,Heavy,151,82
28,Female,Heavy,152,72
30,Male,Heavy,183,84
20,Male,Heavy,181,86
46,Female,Athletic,156,60
52,Female,Average,164,58
22,Male,Average,172,73
30,Male,Average,170,61
45,Female,Heavy,165,72
42,Male,Heavy,179,89
44,Male,Slim,174,54
31,Female,Athletic,163,67
23,Male,Slim,165,53
23,Female,Average,152,54
48,Male,Average,162,76
33,Female,Slim,158,46
30,Male,Average,171,66
37,Female,Athletic,168,55
49,Male,Average,175,61
50,Female,Athletic,162,56
18,Male,Athletic,173,72
59,Male,Athletic,176,66
36,Female,Average,159,59
38,Female,Average,166,61
55,Male,Slim,164,52
24,Female,Athletic,162,59
54,Female,Average,165,50
42,Male,Athletic,179,67
46,Female,Average,155,47
31,Male,Athletic,176,68
43,Female,Slim,162,50
30,Male,Average,173,62
34,Female,Average,167,53
54,Male,Heavy,185,83
19,Female,Average,155,59
30,Male,Heavy,184,86
22,Male,Heavy,177,89
60,Female,Athletic,170,55
32,Female,Slim,164,44
25,Female,Slim,161,48
48,Male,Slim,164,65
53,Female,Average,159,57
34,Male,Average,169,64
20,Male,Average,172,74
18,Male,Slim,173,52
44,Male,Heavy,168,85
55,Female,Athletic,170,66
34,Female,Heavy,161,82
38,Male,Average,172,69
35,Male,Athletic,177,59
25,Female,Heavy,156,77
34,Female,Heavy,144,68
31,Male,Slim,159,57
45,Female,Average,161,56
33,Female,Heavy,146,73
51,Male,Slim,169,58
21,Male,Athletic,184,74
19,Female,Slim,161,45
21,Female,Athletic,166,73
44,Male,Average,175,60
19,Male,Heavy,177,93
26,Female,Heavy,149,76
54,Male,Heavy,186,85
32,Female,Heavy,159,80
60,Female,Athletic,164,65
24,Male,Heavy,180,78
34,Female,Average,165,55
39,Female,Slim,158,56
30,Male,Heavy,175,97
45,Male,Athletic,179,66
28,Female,Athletic,159,57
39,Male,Slim,166,63
49,Male,Heavy,179,97
29,Male,Heavy,182,93
37,Male,Average,167,58
26,Female,Athletic,173,62
18,Female,Average,159,62
54,Male,Heavy,181,95
48,Male,Athletic,177,73
26,Male,Average,167,79
55,Female,Average,157,46
26,Male,Average,172,73
55,Male,Average,180,67
34,Female,Heavy,157,83
54,Male,Average,170,71
31,Female,Heavy,154,86
45,Male,Slim,180,63
57,Female,Average,153,65
52,Female,Slim,162,50
48,Female,Athletic,171,63
46,Female,Average,156,55
18,Male,Slim,168,50
26,Female,Athletic,168,58
30,Male,Slim,179,61
46,Female,Heavy,159,64
54,Female,Average,157,50
32,Male,Slim,164,52
46,Female,Heavy,164,75
53,Female,Average,154,54
32,Male,Heavy,180,86
49,Male,Athletic,177,70
55,Male,Heavy,184,96
28,Female,Heavy,154,62
26,Male,Slim,171,53
32,Female,Slim,168,53
55,Male,Athletic,180,74
25,Male,Athletic,183,75
44,Female,Heavy,158,97
33,Female,Athletic,162,57
31,Female,Heavy,163,85
49,Female,Slim,162,49
32,Male,Slim,171,55
51,Female,Heavy,151,85
30,Female,Heavy,159,78
51,Female,Slim,162,47
49,Male,Average,174,67
22,Female,Heavy,162,87
41,Male,Athletic,165,69
21,Male,Heavy,172,88
38,Male,Athletic,169,75
45,Female,Slim,160,53
54,Male,Heavy,181,92
45,Male,Heavy,185,97
40,Male,Slim,171,54
34,Male,Athletic,179,62
45,Male,Average,170,71
50,Male,Average,172,78
36,Female,Slim,167,52
42,Male,Average,176,61
46,Female,Slim,161,52
42,Male,Average,173,69
22,Female,Slim,154,52
29,Female,Heavy,156,82
49,Female,Average,158,50
18,Male,Athletic,178,74
36,Male,Athletic,176,72
18,Female,Heavy,171,71
60,Male,Average,169,64
51,Female,Heavy,166,76
27,Female,Average,160,61
49,Male,Slim,170,61
42,Male,Athletic,169,73
41,Female,Slim,152,51
51,Female,Slim,161,47
20,Male,Slim,170,56
37,Female,Athletic,161,61
29,Male,Average,170,70
59,Female,Heavy,153,81
39,Female,Athletic,162,69
33,Female,Athletic,170,52
20,Female,Slim,152,52
30,Male,Slim,177,49
36,Female,Athletic,156,72
52,Male,Heavy,179,86
33,Male,Heavy,179,97
21,Female,Heavy,161,81
26,Male,Athletic,174,71
20,Female,Slim,161,48
57,Female,Athletic,163,66
59,Female,Average,159,56
21,Female,Athletic,149,61
24,Female,Heavy,145,88
30,Male,Athletic,172,61
50,Female,Average,159,59
48,Female,Athletic,159,61
47,Male,Slim,165,47
36,Male,Athletic,179,72
46,Female,Slim,168,49
53,Female,Slim,157,48
31,Female,Slim,158,45
38,Male,Heavy,177,95
42,Female,Average,168,52
47,Female,Athletic,162,53
46,Male,Athletic,180,75
41,Female,Slim,162,51
38,Male,Average,171,68
49,Male,Athletic,173,78
34,Male,Heavy,175,79
28,Male,Average,175,62
54,Male,Slim,173,56
21,Female,Heavy,160,82
35,Male,Heavy,177,90
55,Female,Athletic,164,66
44,Male,Athletic,170,68
22,Male,Athletic,181,70
49,Female,Heavy,162,94
58,Male,Heavy,182,100
60,Male,Heavy,177,87
53,Male,Heavy,184,107
32,Female,Slim,158,55
19,Male,Heavy,177,82
23,Male,Athletic,176,80
47,Female,Athletic,163,63
53,Male,Athletic,168,70
40,Female,Average,157,43
54,Female,Average,159,52
55,Female,Slim,159,56
36,Male,Average,172,75
23,Female,Slim,155,50
22,Female,Slim,159,50
52,Female,Heavy,161,69
48,Female,Average,165,53
35,Female,Slim,152,44
42,Male,Athletic,171,69
47,Male,Slim,176,63
42,Female,Heavy,158,83
30,Male,Slim,169,66
29,Female,Average,158,49
22,Female,Athletic,169,62
27,Male,Slim,170,60
37,Male,Heavy,186,92
51,Female,Heavy,163,84
32,Male,Heavy,170,102
24,Male,Slim,175,61
51,Female,Heavy,158,69
52,Female,Heavy,162,77
51,Male,Slim,170,72
48,Male,Heavy,181,94
53,Female,Athletic,164,62
52,Male,Average,176,70
26,Female,Average,164,59
58,Male,Average,173,66
50,Male,Heavy,174,88
49,Female,Slim,165,44
52,Female,Athletic,168,59
55,Female,Athletic,164,63
54,Male,Athletic,177,84
27,Male,Heavy,177,92
46,Male,Athletic,180,70
51,Female,Athletic,171,65
18,Female,Slim,158,46
58,Male,Slim,169,61
51,Male,Slim,169,65
20,Female,Heavy,164,78
46,Male,Average,180,74
36,Female,Heavy,164,82
23,Male,Slim,168,60
20,Female,Average,166,61
33,Female,Heavy,157,79
54,Female,Athletic,163,66
51,Female,Heavy,164,65
40,Female,Average,158,56
23,Female,Average,169,52
25,Male,Athletic,170,68
26,Male,Athletic,174,64
32,Male,Athletic,172,81
25,Male,Heavy,178,81
25,Male,Athletic,173,74
58,Female,Slim,152,51
54,Male,Athletic,176,77
22,Female,Slim,164,46
31,Male,Average,173,76
52,Female,Slim,162,54
42,Male,Slim,169,50
48,Female,Average,163,57
21,Male,Slim,173,50
56,Male,Slim,165,65
39,Female,Slim,156,51
23,Female,Athletic,163,59
19,Female,Athletic,158,52
39,Male,Athletic,182,74
37,Female,Slim,158,53
46,Female,Heavy,163,68
38,Female,Heavy,161,91
52,Male,Average,172,63
23,Female,Average,169,54
50,Female,Heavy,155,84
19,Male,Heavy,168,84
49,Female,Average,158,52
46,Female,Average,168,61
41,Male,Athletic,169,77
26,Female,Athletic,160,65
53,Male,Heavy,185,93
23,Female,Athletic,155,62
35,Female,Average,158,47
52,Male,Athletic,183,71
21,Female,Average,167,54
56,Female,Heavy,159,84
26,Female,Athletic,163,60
38,Female,Average,162,57
18,Female,Slim,159,49
44,Female,Slim,170,45
48,Male,Average,177,62
24,Male,Average,173,73
45,Female,Heavy,158,83
23,Female,Athletic,170,52
18,Male,Athletic,170,83
46,Female,Heavy,166,75
23,Male,Slim,168,56
26,Male,Average,176,73
23,Male,Slim,176,54
21,Female,Slim,165,45
49,Female,Athletic,170,59
36,Female,Heavy,159,82
27,Male,Slim,172,56
60,Male,Average,173,59
18,Male,Average,178,69
47,Male,Heavy,175,93
33,Male,Athletic,174,71
29,Male,Slim,177,55
41,Female,Athletic,161,60
38,Female,Athletic,170,58
22,Female,Average,162,50
36,Male,Slim,169,49
28,Male,Athletic,177,68
28,Male,Slim,165,57
37,Male,Athletic,185,75
58,Male,Slim,178,56
37,Male,Heavy,179,76
25,Male,Slim,170,61
25,Female,Athletic,162,53
29,Female,Heavy,147,93
42,Female,Athletic,166,65
51,Male,Heavy,175,87
39,Male,Average,175,72
52,Male,Slim,166,68
24,Male,Athletic,169,82
46,Male,Athletic,172,74
34,Female,Average,173,52
35,Female,Slim,160,52
50,Male,Athletic,175,66
55,Male,Heavy,184,94
59,Male,Heavy,174,80
23,Female,Average,156,51
43,Male,Athletic,172,76
26,Male,Athletic,177,73
34,Male,Slim,181,55
50,Female,Slim,162,47
49,Female,Heavy,153,69
48,Female,Athletic,164,67
46,Male,Slim,168,57
51,Female,Slim,159,45
58,Female,Athletic,167,63
25,Male,Slim,174,54
30,Female,Athletic,164,65
29,Male,Heavy,179,84
26,Male,Average,171,81
48,Male,Slim,177,56
32,Female,Athletic,163,62
37,Female,Heavy,158,81
25,Female,Athletic,165,54
29,Male,Average,179,63
49,Female,Heavy,160,93
44,Male,Heavy,177,81
18,Male,Average,173,62
36,Female,Athletic,162,60
18,Male,Average,183,64
21,Male,Heavy,171,92
52,Male,Heavy,177,85
28,Male,Heavy,181,93
55,Male,Heavy,178,80
39,Female,Heavy,157,85
50,Female,Athletic,167,55
43,Male,Athletic,176,67
46,Male,Average,178,70
51,Female,Athletic,158,55
49,Male,Slim,164,63
59,Female,Heavy,156,70
59,Female,Average,159,62
33,Female,Heavy,158,71
30,Female,Athletic,156,60
46,Female,Heavy,158,75
22,Male,Athletic,175,77
22,Male,Slim,167,59
58,Female,Heavy,148,84
59,Female,Average,161,47
29,Female,Athletic,171,53
44,Female,Average,165,43
46,Female,Heavy,164,67
59,Male,Slim,166,56
60,Female,Slim,157,45
21,Female,Average,157,52
18,Male,Average,168,64
33,Female,Average,153,65
36,Male,Average,179,68
40,Female,Heavy,156,81
49,Male,Slim,173,51
55,Female,Athletic,170,60
50,Female,Average,157,57
49,Female,Slim,161,48
55,Male,Average,171,62
20,Male,Slim,173,50
27,Male,Slim,172,61
28,Female,Heavy,160,74
19,Female,Heavy,146,77
41,Female,Average,161,56
56,Female,Heavy,158,84
20,Female,Heavy,160,84
55,Female,Slim,163,44
18,Male,Average,168,66
57,Male,Average,171,64
52,Female,Average,165,58
50,Male,Slim,170,57
54,Male,Slim,170,63
21,Male,Athletic,174,78
60,Male,Athletic,169,72
32,Male,Average,177,67
34,Female,Slim,161,54
31,Female,Athletic,163,61
41,Female,Average,158,56
48,Female,Average,166,60
57,Female,Average,159,49
37,Female,Athletic,172,52
45,Female,Athletic,160,61
56,Male,Athletic,169,72
39,Female,Slim,158,50
31,Female,Average,170,58
44,Female,Athletic,164,54
18,Female,Athletic,169,62
21,Male,Slim,180,61
49,Female,Heavy,159,77
29,Male,Athletic,181,79
34,Female,Heavy,157,88
55,Female,Heavy,162,71
18,Male,Athletic,177,73
21,Male,Slim,166,49
48,Female,Average,163,53
20,Female,Athletic,164,58
47,Male,Average,180,66
59,Female,Slim,162,43
53,Female,Athletic,176,66
53,Male,Athletic,184,80
55,Female,Athletic,162,61
39,Female,Slim,154,48
54,Female,Average,171,60
29,Female,Slim,150,48
24,Male,Heavy,171,82
27,Male,Heavy,179,92
36,Female,Heavy,154,64
41,Male,Average,179,80
18,Female,Athletic,161,64
57,Female,Athletic,157,56
51,Male,Average,179,76
20,Female,Athletic,163,55
54,Male,Heavy,180,87
18,Female,Slim,159,52
28,Female,Heavy,162,93
32,Female,Average,161,54
35,Male,Average,169,71
43,Female,Heavy,160,68
38,Male,Athletic,185,68
54,Female,Athletic,166,60
51,Male,Slim,168,58
29,Female,Athletic,164,65
57,Female,Heavy,156,78
35,Female,Average,164,50
34,Female,Heavy,155,79
31,Female,Average,164,52
19,Male,Athletic,174,59
25,Male,Slim,172,56
52,Male,Athletic,177,70
20,Male,Average,173,67
43,Male,Slim,167,49
59,Male,Athletic,181,72
27,Female,Slim,164,49
36,Male,Slim,174,54
29,Female,Slim,151,47
30,Male,Athletic,171,70
36,Male,Slim,162,57
55,Female,Heavy,154,89
52,Male,Slim,170,54
60,Male,Heavy,177,86
55,Female,Slim,161,59
34,Male,Athletic,182,73
46,Female,Athletic,160,60
